StockCode,Description,Total_Quantity,Total_Revenue
23503,PLAYING CARDS KEEP CALM & CARRY ON,3641,4858.05
23504,PLAYING CARDS JUBILEE UNION JACK,1927,2848.89
23505,PLAYING CARDS I LOVE LONDON ,1200,1651.29
23506,MINI PLAYING CARDS SPACEBOY ,2723,1129.1200000000001
23507,MINI PLAYING CARDS BUFFALO BILL ,2882,1155.67
23508,MINI PLAYING CARDS DOLLY GIRL ,2625,1162.6100000000001
23509,MINI PLAYING CARDS FUN FAIR ,1062,451.46000000000004
23510,MINI PLAYING CARDS GYMKHANA,2521,1118.8
23511,EMBROIDERED RIBBON REEL EMILY ,566,1241.6100000000001
23512,EMBROIDERED RIBBON REEL ROSIE,500,975.24
23513,EMBROIDERED RIBBON REEL SUSIE ,560,1101.78
23514,EMBROIDERED RIBBON REEL SALLY ,472,964.9100000000001
23515,EMBROIDERED RIBBON REEL DAISY ,579,1164.98
23516,EMBROIDERED RIBBON REEL SOPHIE  ,296,1058.6
23517,EMBROIDERED RIBBON REEL REBECCA ,334,996.38
23518,EMBROIDERED RIBBON REEL RACHEL ,355,963.07
23519,EMBROIDERED RIBBON REEL CLAIRE,224,792.31
23520,EMBROIDERED RIBBON REEL RUBY ,167,600.55
23521,CAT AND BIRD WALL ART,270,323.64
23521,WALL ART CAT AND BIRD ,143,469.73
23522,DOG AND BALL WALL ART,252,425.87999999999994
23522,WALL ART DOG AND BALL ,102,301.56
23523,TREASURE AHOY WALL ART,270,833.46
23523,WALL ART TREASURE AHOY ,84,317.85
23524,HORSE & PONY WALL ART,256,797.3100000000001
23524,WALL ART HORSE & PONY ,219,737.82
23525,BUFFALO BILL WALL ART ,248,852.72
23525,WALL ART BUFFALO BILL ,328,988.6000000000001
23526,DOG LICENCE WALL ART,408,2081.64
23526,WALL ART DOG LICENCE ,588,3844.56
23527,ANIMALS AND NATURE WALL ART,267,923.97
23527,WALL ART ANIMALS AND NATURE ,146,478.34000000000003
23528,SPACEBOY WALL ART,306,885.9000000000001
23528,WALL ART SPACEBOY,173,618.59
23529,DOLLY GIRL WALL ART,318,1055.94
23529,WALL ART DOLLY GIRL ,319,956.0500000000002
23530,WALL ART ONLY ONE PERSON ,1050,4406.57
23530,"WALL ART,ONLY ONE PERSON ",6,29.700000000000003
23531,WALL ART BIG LOVE ,976,5538.26
23532,WALL ART WORK REST AND PLAY  ,210,901.58
23533,WALL ART GARDEN HAVEN ,215,998.64
23534,STOP FOR TEA WALL ART,518,2572.7
23534,WALL ART STOP FOR TEA ,862,5994.55
23535,BICYCLE SAFTEY WALL ART,458,2371.94
23535,WALL ART BICYCLE SAFETY,844,5948.2
23535,WALL ART BICYCLE SAFTEY ,21,114.15
23536,VILLAGE SHOW WALL ART,386,2072.42
23536,WALL ART VILLAGE SHOW ,236,1345.91
23537,I LOVE LONDON WALL ART,12,59.400000000000006
23537,WALL ART I LOVE LONDON ,99,521.73
23538,WALL ART VINTAGE HEART,331,1329.54
23539,"WALL ART , LOVES' SECRET ",8,47.6
23539,WALL ART LOVES' SECRET ,239,1180.35
23540,"WALL ART , THE MAGIC FOREST ",2,13.9
23540,WALL ART THE MAGIC FOREST ,148,933.16
23541,"WALL ART ,PUDDINGS ",8,61.2
23541,WALL ART CLASSIC PUDDINGS ,862,6746.21
23542,70'S ALPHABET WALL ART,150,1043.1
23542,WALL ART 70'S ALPHABET ,350,2708.36
23543,KEEP CALM WALL ART ,269,2015.97
23543,WALL ART KEEP CALM ,967,4994.790000000001
23544,WALL ART MID CENTURY MODERN ,163,1007.53
23545,WRAP RED DOILEY,380,159.6
23545,WRAP RED VINTAGE DOILY,2100,866.0
23546,WRAP PAISLEY PARK ,3250,1365.0
23547,WRAP FLOWER SHOP  ,1575,661.5
23548,WRAP MAGIC FOREST ,1075,451.5
23549,WRAP BIRD GARDEN ,1305,548.1
23550,WRAP ALPHABET POSTER  ,1855,763.1
23551,PACK OF 12 PAISLEY PARK TISSUES ,1840,839.8399999999999
23552,BICYCLE PUNCTURE REPAIR KIT ,1863,3881.91
23553,LANDMARK FRAME CAMDEN TOWN ,568,6444.65
23554,LANDMARK FRAME OXFORD STREET,422,4805.53
23555,LANDMARK FRAME NOTTING HILL ,421,4780.57
23556,LANDMARK FRAME COVENT GARDEN ,435,4924.51
23557,LANDMARK FRAME BAKER STREET ,350,3930.27
23558,LANDMARK FRAME LONDON BRIDGE ,415,4703.87
23559,WOODLAND BUNNIES LOLLY MAKERS,649,1482.41
23560,SET OF 6 RIBBONS COUNTRY STYLE,172,499.18
23561,SET OF 6 RIBBONS PARTY,170,476.0
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,251,724.59
23564,EGG CUP MILKMAID INGRID,644,841.31
23565,EGG CUP MILKMAID HELGA ,405,580.06
23566,EGG CUP MILKMAID HEIDI,877,1151.93
23567,EGG CUP HENRIETTA HEN PINK,210,290.33
23568,EGG CUP HENRIETTA HEN CREAM ,629,786.27
23569,TRADTIONAL ALPHABET STAMP SET,952,4707.76
23570,TRADITIONAL PICK UP STICKS GAME ,2772,4931.87
23571,TRADITIONAL NAUGHTS & CROSSES,2841,6406.91
23574,PACKING CHARGE,12,90.0
23575,SNACK TRAY PAISLEY PARK,179,367.34999999999997
23576,SNACK TRAY RED VINTAGE DOILY,198,400.03999999999996
23578,SNACK TRAY RED GINGHAM,60,125.72
23579,SNACK TRAY I LOVE LONDON,169,358.75
23580,SNACK TRAY HAPPY FOREST  ,116,234.92
23581,JUMBO BAG PAISLEY PARK,4898,11357.07
23582,VINTAGE DOILY JUMBO BAG RED ,4681,9983.73
23583,LUNCH BAG PAISLEY PARK  ,3375,5480.83
23597,PAPER BUNTING PAISLEY PARK,243,661.37
23598,PAPER BUNTING VINTAGE PARTY,427,1215.53
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92
23602,SET 10 CARDS 3 WISE MEN 17107,1,2.91
23603,SET 10 CARD KRAFT REINDEER 17084,20,49.800000000000004
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.64
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,13.28
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64
23609,SET 10 CARDS SNOWY ROBIN 17099,1,2.91
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,6.24
23611,SET 10 CARDS RED RIDING HOOD 17214,40,99.60000000000001
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.299999999999999
23613,SET 10 XMAS CARDS & BADGES 17070,11,27.39
23614,SET 10 CARDS 12 DAYS WRAP  17058,26,86.58000000000001
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2,5.82
23619,SET 10 CARDS POINSETTIA 17093,4,9.96
23620,SET 10 CARDS PERFECT POST 17090,10,24.900000000000002
23621,SET 10 CARDS DAVID'S MADONNA 17074,6,14.940000000000001
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28
23624,SET 10 CARD PERFECT NATIVITY 17089,4,9.96
23625,SET 6 CARDS SPARKLY REINDEER 17262,9,44.910000000000004
23626,SET 10 CARDS DINKY TREE 17076,43,107.07000000000001
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,17.43
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,2.91
23629,SET 10 CARDS DRESSING UP 17077,24,59.760000000000005
23630,SET 10 CARDS HANGING BAUBLES 17080,1,2.49
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003
23633,SET 10 CARDS WORLD CHILDREN 17067,3,7.470000000000001
23634,SET 10 CARDS XMAS CHOIR 17068,5,14.55
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3,12.48
23636,SET 10 CARDS WISHING TREE 17116,9,26.19
23637,SET 10 CARDS OUT OF ORDER 17216,11,27.39
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2,5.82
23639,SET 10 CARDS MAGICAL TREE 17086,4,13.32
23640,SET 10 CARDS SCOTTIE DOG 17211,9,22.410000000000004
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1,3.33
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,16.65
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9,22.410000000000004
23646,SET 10 CARDS JINGLE BELLS 16957,8,19.92
23649,SET 10 CARDS DECK THE HALLS 16960,2,4.98
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,9.96
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2,5.82
23654,SET 10 CARD SNOWMAN 16965,5,12.450000000000001
23660,HENRIETTA HEN MUG ,290,508.25999999999993
23661,MILK MAIDS MUG ,199,360.59
23664,FLOWER SHOP DESIGN MUG,1,1.65
23681,LUNCH BAG RED VINTAGE DOILY,1576,2525.04
23691,KEEP CALM BIRTHDAY WRAP,50,21.0
23691,WRAP KEEP CALM BIRTHDAY,1125,460.5
23692,WRAP A PRETTY THANK YOU,50,21.0
23694,PAISLEY PARK CARD,376,165.07999999999998
23695,DOILY THANK YOU CARD,741,313.24
23697,A PRETTY THANK YOU CARD,456,194.58
23702,High Resolution Image,4,27.0
23843,"PAPER CRAFT , LITTLE BIRDIE",0,0.0
35015,JACOBS LADDER SMALL,2072,134.08
35071,ASSORTED SANTA CHRISTMAS DECORATION,50,51.13999999999999
35160,BUDDHA INCENSE HOLDER ASSORTED,2180,1590.6399999999999
35233,PASTA ENAMEL/BRASS CONTAINER,10,37.5
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,49,416.01
35241,ENAMEL BLUE RIM BISCUIT BIN,297,1572.02
35265,COLOURFUL FLOWER FRUIT BOWL,21,80.0
35400,WOODEN BOX ADVENT CALENDAR ,1344,13219.65
35443,RASTA IN BATH W SPLIFF ASHTRAY,16,13.6
35537,CANDLE RING W/CLEAR BEADS,13,5.46
35594,WOODEN CHRISTMAS TREE 3 HANGING,141,92.98
35596,WOOD XMAS TREE 9 FIG SHELVES,29,24.65
35644,PAIR PINK/BLACK COATHANGERS,21,40.95
35645,VINTAGE BEAD PINK JEWEL BOX,61,301.81
35646,VINTAGE BEAD PINK EVENING BAG,642,1043.44
35647,VINTAGE BEAD PINK SHADE ,563,748.24
35648,VINTAGE BEAD PINK PURSE ,1016,1250.18
35649,VINTAGE BEAD COSMETIC BAG ,1826,1362.8999999999999
35650,VINTAGE BEAD PINK JEWEL STAND,3,14.850000000000001
35651,VINTAGE BEAD PINK SCARF ,447,1037.82
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,18,21.5
35653,VINTAGE BEAD NOTEBOOK,311,982.5300000000001
35654,VINTAGE BEAD FILLED PINK CUSHION,12,59.400000000000006
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,108,216.33
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1734,5328.300000000001
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,2,1.7
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,44,106.28
35914,PINK CHICK EGG WARMER + EGG CUP,243,336.58
35920,FOUR RABBIT EASTER DECORATIONS,1070,296.34
35921,EASTER BUNNY HANGING GARLAND,182,329.07
35922,EASTER BUNNY WREATH,93,556.19
35923,CANDY HEART HANGING DECORATION,1541,1019.63
35924,HANGING FAIRY CAKE DECORATION,1959,3701.72
35930,PINK HEART CHRISTMAS DECORATION,1,0.38
35931,PINK STAR CHRISTMAS DECORATION,156,78.12
35932,PINK CHRISTMAS TREE DECORATION,37,15.63
35933,PINK STOCKING CHRISTMAS DECORATION,319,131.38
35936,CERISE+GOLD CHRISTMAS TREE DEC,36,13.68
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,188,71.44
35945,GOLD CHRISTMAS STOCKING DECORATION,1,1.95
35950,FOLKART HEART CHRISTMAS DECORATIONS,1,1.25
35951,FOLKART BAUBLE CHRISTMAS DECORATION,1352,717.99
35953,FOLKART STAR CHRISTMAS DECORATIONS,3844,1977.22
35954,SMALL FOLKART STAR CHRISTMAS DEC,2181,850.49
35955,SMALL FOLKART CHRISTMAS TREE DEC,135,34.620000000000005
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,3465,1234.98
35958,FOLKART ZINC STAR CHRISTMAS DEC,1131,984.6299999999999
35961,FOLKART ZINC HEART CHRISTMAS DEC,11429,9513.929999999998
35962,12 ASS ZINC CHRISTMAS DECORATIONS,486,1145.95
35962,SET/12 ZINC CHRISTMAS DECORATIONS,94,203.73000000000002
35963,FOLKART ZINC CLIP ON ANGEL WINGS,101,38.38
35964,FOLKART CLIP ON STARS,1187,689.76
35965,FOLKART HEART NAPKIN RINGS,605,1404.67
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,255,111.34
35967,FOLK ART METAL STAR T-LIGHT HOLDER,935,488.13
35968,FOLK ART METAL HEART T-LIGHT HOLDER,736,353.84000000000003
35969,FOLKART CROWN TABLE DECORATIONS,523,542.47
35970,ZINC FOLKART SLEIGH BELLS,8301,14949.720000000001
35971,ROSE FOLKART HEART DECORATIONS,1946,1926.49
35972,DAISY FOLKART HEART DECORATION,440,611.38
35973,GERANIUM FOLKART HEART DECORATION,49,61.25
35974,S/6 CHRISTMAS TREE PLACE SETTING,1,3.75
35979,SIX STRING SCANDINAVIAN HEART DECS,82,275.63000000000005
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,402,232.08
35995,SET/6 BLACK GLITTER REINDEER CANDLE,5,3.7800000000000002
35999,S/6 SCANDINAVIAN HEART T-LIGHT,1,2.55
37112,YELLOW BIRDS FELT DES FOODCOVER,10,37.5
37326,FAIRY DESIGN MUGS,2,4.609999999999999
37327,ASSTD MULTICOLOUR CIRCLES MUG,1735,1050.1299999999999
37330,BIG POLKADOT MUG,80,136.76
37330,SPOTS MUG,425,767.5999999999999
37333,"RETRO ""TEA FOR ONE"" ",145,805.1
37340,MULTICOLOUR SPRING FLOWER MUG,8669,3380.11
37342,POLKADOT COFFEE CUP & SAUCER PINK,1533,1531.94
37342,SPOTTY COFFEE CUP & SAUCER,40,153.78
37343,POLKADOT MUG PINK ,193,313.26
37343,SPOTS DESIGN MUG W PINK INSIDE,917,1445.78
37345,ASSTD HEARTS DESIGN MUGS,321,561.05
37348,SET OF 4 PASTEL STACKING MUGS,12,30.6
37351,ORANGE FLOWER MUG ,5404,612.5099999999999
37352,BIRD IN TREE MUG ,4643,504.55
37370,RETRO COFFEE MUGS ASSORTED,7098,10763.87
37399,"ASS RETROSPOOF MUGS,SPORTS",143,75.0
37408,ASSORTED DESIGN GEISHA GIRL MUGS,5,6.25
37409,ASSORTED DESIGN FLOWER MUGS,7,5.949999999999999
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25701,3281.15
37413,ICON MUG REVOLUTIONARY,703,284.49
37422,WHITE WITH BLACK CATS BOWL,434,292.08
37423,WHITE WITH BLACK CATS PLATE,3216,548.68
37424,WHITE WITH BLACK CATS MUG,3137,860.12
37432,MUG PINK AND PURPLE ARABIC DESIGN,6,3.9000000000000004
37438,FUNKY FLOWER COFFEE POT,1,3.75
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,699,1637.7
37446,MINI CAKE STAND WITH HANGING CAKES,3597,5210.55
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2815,4431.69
37448,CERAMIC CAKE DESIGN SPOTTED MUG,4483,6729.349999999999
37449,CERAMIC CAKE STAND + HANGING CAKES,2127,20099.15
37450,CERAMIC CAKE BOWL + HANGING CAKES,2372,6829.9400000000005
37451,CERAMIC CAKE TEAPOT WITH CHERRY,-1,-3.55
37461,FUNKY MONKEY MUG,741,777.39
37464,ROBOT MUG IN DISPLAY BOX,316,431.18
37467,PIG MUG IN TWO COLOUR DESIGNS,273,328.51
37468,HARDMAN MUG 3 ASSORTED,65,39.81
37471,MULTICOLOUR DOTS PLATE,692,99.02
37471,MULTICOLOUR POLKADOT PLATE,29,30.43
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,63,651.05
37475,SET/4 COLOURFUL MIXING BOWLS,116,1160.56
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,209,2010.6000000000001
37481,CUBIC MUG TEATIME CAKES,6,15.299999999999999
37483,ENGLISH ROSE MUG IN GIFT BOX,142,230.34
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,6.75
37485,ENGLISH ROSE TEA SET IN GIFT BOX,49,207.69
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1418,5239.4
37500,TEA TIME TEAPOT IN GIFT BOX,868,6667.49
37501,TEA TIME TEA SET IN GIFT BOX,466,3296.9
37502,TEA TIME MUG IN GIFT BOX,867,2596.84
37503,TEA TIME CAKE STAND IN GIFT BOX,2414,24912.88
37506,NEW ENGLAND MILK JUG W GIFT BOX,32,190.4
37508,NEW ENGLAND CERAMIC CAKE SERVER,89,229.57
37509,NEW ENGLAND MUG W GIFT BOX,27,68.85
40001, WHITE BAMBOO RIBS LAMPSHADE,233,182.14
40001,WHITE BAMBOO RIBS LAMPSHADE,2206,1700.71
40002,WHITE BAMBOO RIBS LAMPSHADE,72,61.199999999999996
40003,WHITE BAMBOO RIBS LAMPSHADE,1132,1239.9199999999998
40016,CHINESE DRAGON PAPER LANTERNS,15435,5487.3099999999995
44228,CANNABIS LEAF BEAD CURTAIN,48,40.8
44230,SQUARE MIRROR CURTAIN,337,3303.71
44234,ASSORTED CIRCULAR MOBILE,1211,259.96999999999997
44235,ASS COL CIRCLE MOBILE ,752,276.96
44235,ASSORTED COLOURED CIRCLE MOBILE ,64,26.88
44236,PINK/PURPLE CIRCLE CURTAIN,64,112.32000000000001
44265,M/COLOUR POM-POM CURTAIN,8,34.0
45013,FOLDING SHOE TIDY,48,132.0
45014,FOLDING SHIRT TIDY,1,4.65
45016,DECORATIVE NET CANOPY LEOPARD,95,401.23
46118,FUNKY MONKEY CUSHION COVER,373,513.58
46307,ROSES BLUE BASE CUSHION COVER ,51,246.03
47016,LIGHT DECORATION BATTERY OPERATED,31,65.10000000000001
47420,ASSORTED COLOUR SUCTION CUP HOOK,358,68.02000000000001
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,1447,565.98
47422,ASSORTED MONKEY SUCTION CUP HOOK,1128,437.76
47469,ASSORTED SHAPES PHOTO CLIP SILVER ,1196,578.68
47471,RAINBOW PEGS PHOTO CLIP STRING,428,295.72
47480,HANGING PHOTO CLIP ROPE LADDER,1623,2689.23
47481,50CM METAL STRING WITH  7 CLIPS,326,265.4
47502,POLKADOT CUTLERY 24 PCS IN TRAY,603,6467.8
47505,MINATURE COLOURED GARDENING SET,718,3440.3700000000003
47554,S/3 COLOURS FLOCK TEA TOWELS,1,2.55
47556,SET/2 SPOTTY + ROSE TEA TOWELS ,1,2.55
47562,ENGLISH ROSE IRONING BOARD COVER,100,375.8
47566,PARTY BUNTING,27915,147079.73
47567,ENGLISH ROSE DESIGN KITCHEN APRON,-2,-11.9
47568,ENGLISH ROSE DESIGN PEG BAG,2362,4938.05
47569,ENGLISH ROSE DESIGN SHOPPING BAG,0,0.0
47570,ENGLISH ROSE TABLE CLOTH,220,2373.01
47579,TEA TIME BREAKFAST BASKET,184,418.77000000000004
47580,TEA TIME DES TEA COSY,1641,4245.05
47589,CONGRATULATIONS BUNTING,172,948.7800000000001
47597,NEW ENGLAND TEATOWELS,322,644.88
47598,NEW ENGLAND EGG WARMER,138,89.12
48103,DOOR MAT KISS MY.......,13,95.15
48103,DOORMAT KISS MY.......,22,106.58
48111,DOOR MAT 3 SMILEY CATS,1815,10445.77
48111,DOORMAT 3 SMILEY CATS,2417,15421.83
48116,DOOR MAT MULTICOLOUR STRIPE,1102,7078.28
48116,DOORMAT MULTICOLOUR STRIPE,2347,13610.2
48129,DOOR MAT TOPIARY,1040,6681.38
48129,DOORMAT TOPIARY,2064,12768.38
48138,DOOR MAT UNION FLAG,3758,24656.36
48138,DOORMAT UNION FLAG,6268,41994.54
48175,DOOR MAT CAMOUFLAGE,39,158.04
48179,DOOR MAT SWEET HOME,34,214.47
48184,DOOR MAT ENGLISH ROSE ,1478,9793.86
48184,DOORMAT ENGLISH ROSE ,3226,21262.7
48185,DOOR MAT FAIRY CAKE,1723,11503.83
48185,DOORMAT FAIRY CAKE,4407,29541.33
48187,DOOR MAT NEW ENGLAND,2020,13179.880000000001
48187,DOORMAT NEW ENGLAND,5284,33149.06
48188,DOOR MAT WELCOME PUPPIES,1456,8416.2
48188,DOORMAT WELCOME PUPPIES,3405,20137.55
48189,DOOR MAT FRIENDSHIP ,468,3420.2400000000002
48189,DOORMAT FRIENDSHIP ,843,4982.54
48194,DOOR MAT HEARTS,1697,10275.97
48194,DOORMAT HEARTS,6004,38278.42
48195,DOOR MAT GREEN PAISLEY ,264,1586.56
48195,DOORMAT GREEN PAISLEY ,1,14.43
48197,DOOR MAT BIRD ON THE WIRE,667,4691.77
48197,DOORMAT BIRD ON THE WIRE,231,1213.8700000000001
51008,AFGHAN SLIPPER SOCK PAIR,2255,7324.75
62018,SOMBRERO ,9567,12450.85
70006,LOVE HEART POCKET WARMER,4436,4137.12
70007,HI TEC ALPINE HAND WARMER,1294,1664.78
71038,WHITE HANGING BEADS CANDLE HOLDER,704,3718.4
71050,SMALL SINGLE FLAME CANDLE HOLDER,51,17.849999999999998
71053,WHITE METAL LANTERN,4632,18276.7
71053,WHITE MOROCCAN METAL LANTERN,69,381.54999999999995
71143,ANTIQUE SILVER BOOK MARK WITH BEADS,17,14.11
71143,SILVER BOOK MARK WITH BEADS,331,499.48999999999995
71215,METAL BASE FOR CANDLES,177,68.1
71270,PHOTO CLIP LINE,370,525.4
71279,PINK GLASS CANDLEHOLDER,281,936.71
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",174,650.1500000000001
71459,HANGING JAM JAR T-LIGHT HOLDER,29852,24186.01
71459,HANGING JAM JAR T-LIGHT HOLDERS,2810,2295.5
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,11557,34133.13
71477,COLOURED GLASS STAR T-LIGHT HOLDER,958,3383.5
71510,SQUARE METAL CANDLEHOLDER BASE,177,112.05
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3794,1520.8999999999999
72122,COFFEE SCENT PILLAR CANDLE,586,593.3299999999999
72127,COLUMBIAN CANDLE ROUND ,365,444.69
72128,COLUMBIAN CANDLE ROUND,714,442.24
72129,COLUMBIAN CANDLE ROUND ,74,49.11000000000001
72130,COLUMBIAN CANDLE ROUND,753,306.35
72131,COLUMBIAN CANDLE RECTANGLE,732,661.0799999999999
72132,COLUMBIAN CUBE CANDLE,549,462.15
72133,COLUMBIAN CANDLE RECTANGLE,109,122.63
72134,COLUMBIAN  CUBE CANDLE ,339,134.85
72232,FENG SHUI PILLAR CANDLE,6268,1190.92
72267,PREMIUM CHURCH CANDLE,265,530.16
72484,ROSES IN WHITE HEART CANDLE ,1818,991.3800000000001
72487,ROSES WHITE ROUND CANDLE,827,355.05
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1059,453.99
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1208,540.99
72598,SET/12 TAPER CANDLES,1222,1127.06
72708,SCULPTED ROUND IVORY CANDLE ,44,9.24
72709,IVORY SCULPTED RND CANDLE ,74,62.9
72715,SPHERICAL IVORY CANDLE ,88,36.96
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,36,45.0
72728,ROSE SCENT CANDLES IN GLASS,643,523.15
72741,GRAND CHOCOLATECANDLE,19650,27150.16
72756, FAIRY CAKE CANDLES,153,202.05
72756,FAIRY CAKE CANDLES,3834,5220.18
72772,SET/4 SCENTED CANDLES IN RAMEKINS,457,615.84
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,48,81.12
72780,BLACK SILOUETTE CANDLE PLATE,502,407.98
72781,BLACK SILOUETTE CANDLE PLATE ,115,216.9
72783,BLACK SIL'T SQU CANDLE PLATE ,43,90.30000000000001
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,112,424.03
72793,BLACK BOX MIRROR LANTERN,54,262.8
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,10,16.9
72811,SMALL ZINC/GLASS CANDLEHOLDER,445,340.45
72812,LARGE ZINC GLASS CANDLEHOLDER,78,223.23000000000002
72812,LARGE ZINC/GLASS CANDLEHOLDER,27,65.23
72814,SET OF 3 CHRISTMAS BRIAR CANDLES,176,626.39
72814,SET/3 CHRISTMAS BRIAR CANDLES,88,334.03
72815,3 WICK CHRISTMAS BRIAR CANDLE ,274,1053.36
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1320,1641.52
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1489,1591.28
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,40,50.0
72818,CHRISTMAS DECOUPAGE CANDLE,2358,1257.21
72819,CUPID DESIGN SCENTED CANDLES,694,1174.01
72821,CUPID SCENTED CANDLE IN GLASS,58,95.69999999999999
75011,BLUE DAISY MOBILE,181,172.51
75131,METAL TUBE CHIME ON BAMBOO,1217,1543.03
75172,PAINTED SEA SHELL METAL WINDCHIME,97,100.31
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,497,273.93
77079,DOLPHIN WINDMILL,64,135.68
77081,FLOWER WINDMILL,241,307.13
78026,SEAGRASS S/3 SQU LAUNDRY BOX,12,139.95
78027,SEAGRASS S/2 CORNER LAUNDRY ,6,100.15
78033,FLAG OF ST GEORGE CHAIR,73,352.75
78056,CAMOUFLAGE BACKPACK ON WHEELS,1,12.849999999999998
78124,MAGAZINE RACK GEBRA ASSORTED ,730,969.61
79000,MOROCCAN TEA GLASS,11735,9588.01
79029,GLASS HONEYPOT WASP CATCHER,2917,5424.469999999999
79067,CORONA MEXICAN TRAY,1597,6317.5
79072,TEATIME CAKE TIN WITH HANDLE,269,2933.95
79140,ASS WINDPROOF MARIJUANA LIGHTERS,15,6.3
79160,HEART SHAPE WIRELESS DOORBELL,923,1928.97
79163,BLACK CHAMPAGNE GLASS,1823,1235.6699999999998
79164,BLACK WINE GLASS,3629,3159.41
79301,FEATHER HEART LIGHTS,-8,-20.0
79320, FLAMINGO LIGHTS,354,1705.98
79320,FLAMINGO LIGHTS,534,2574.3
79321,CHILLI LIGHTS,15696,79905.13
79328,BLUE FLOCK GLASS CANDLEHOLDER,590,259.24
79329,PINK FLOCK GLASS CANDLEHOLDER,100,65.94
79331,PINK FLOCK GLASS CANDLEHOLDER,60,73.6
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,840,369.78000000000003
79337,BLUE FLOCK GLASS CANDLEHOLDER,1188,499.75
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,553,252.29000000000002
79341,WILLOW BRANCH LIGHTS.,277,1904.0900000000001
79403,FROSTED WHITE BASE ,202,187.11999999999998
79406,FROSTED WHITE BASE ,259,65.62
79413,GLASS WINE GLASS DECORATIONS,30,37.5
79532,MOSAIC GLASS BALL CANDLEHOLDER,96,120.0
79534,MULTICOLOUR GLASS PLATE,116,63.800000000000004
82069,BEECH WOOD P/FRAME,17,109.85
82072,WHITE WOOD SINGLE P/FRAME,5,6.25
82076,BEECH WOOD PHOTO FRAME ,290,403.64
82081,PINK HEARTS PHOTO ALBUM,174,451.35
82093,HEART SHAPE BUTTON FRAME ,139,283.49
82095,HEART BUTTONS JEWELLERY BOX,100,600.91
82482,WOODEN PICTURE FRAME WHITE FINISH,16454,40769.45
82483,WOOD 2 DRAWER CABINET WHITE FINISH,4595,27319.52
82484,WOOD BLACK BOARD ANT WHITE FINISH,9782,56420.729999999996
